79423,1
79424,0
80861,0
80862,1
81306,1
81307,0
82786,0
82787,1
83243,1
83244,0
84681,0
84682,1
85130,1
85131,0
86604,0
86605,1
87057,1
87058,0
88527,0
88528,1
88958,1
88959,0
90428,0
90429,1
90875,1
90876,0
92321,0
92322,1
92770,1
92771,0
94234,0
94235,1
94681,1
94682,0
96157,0
96158,1
96610,1
96611,0
98042,0
98043,1
98541,1
98542,0
113171,0
113172,1
113624,1
113625,0
115098,0
115099,1
115541,1
115542,0
117001,0
117002,1
117448,1
117449,0
118920,0
118921,1
119363,1
119364,0
120823,0
120824,1
121250,1
121251,0
122722,0
122723,1
123167,1
123168,0
124631,0
124632,1
125090,1
125091,0
126562,0
126563,1
127011,1
127012,0
128457,0
128458,1
128896,1
128897,0
130364,0
130365,1
130805,1
130806,0
132265,0
132266,1
132738,1
132739,0
134176,0
134177,1
134623,1
134624,0
136107,0
136108,1
136548,1
136549,0
138016,0
138017,1
138459,1
138460,0
139925,0
139926,1
140370,1
140371,0
141842,0
141843,1
142287,1
142288,0
143739,0
143740,1
144180,1
144181,0
145650,0
145651,1
146093,1
146094,0
147541,0
147542,1
148020,1
148021,0
149456,0
149457,1
149939,1
149940,0
151389,0
151390,1
151818,1
151819,0
153288,0
153289,1
153725,1
153726,0
155185,0
155186,1
155664,1
155665,0
157102,0
157103,1
157553,1
157554,0
159001,0
159002,1
159498,1
159499,0
387338,0
387339,1
