709,0
1387,1
1618,0
4856,1
5085,0
8479,1
8712,0
10410,1
10509,0
10607,1
10706,0
10772,1
11103,0
11169,1
11402,0
11864,1
12295,0
12361,1
12784,0
12848,1
13111,0
13431,1
14182,0
14280,1
14511,0
14577,1
16798,0
77806,1
79223,0
79741,1
81154,0
81640,1
83079,0
83593,1
84998,0
85518,1
86931,0
87453,1
88866,0
89380,1
90781,0
91297,1
92722,0
93242,1
94657,0
95151,1
96580,0
97092,1
98521,0
99007,1
100438,0
100926,1
102375,0
102871,1
104304,0
104788,1
106229,0
106713,1
108144,0
108666,1
110079,0
110583,1
112012,0
112510,1
113927,0
114447,1
115854,0
116358,1
117799,0
118279,1
119708,0
120214,1
121635,0
122149,1
123592,0
124080,1
124465,0
139139,1
140550,0
141080,1
142477,0
142995,1
144402,0
144950,1
146347,0
146853,1
148288,0
148808,1
150215,0
150733,1
152130,0
152662,1
154065,0
154581,1
155994,0
156506,1
157931,0
158439,1
159844,0
160364,1
161765,0
162295,1
163706,0
164224,1
165629,0
166147,1
167558,0
168080,1
169493,0
170015,1
171426,0
171938,1
173341,0
173859,1
175266,0
175782,1
177213,0
177713,1
179128,0
179646,1
181055,0
181559,1
182990,0
183500,1
184907,0
185433,1
185818,0
312336,1
312639,0
312705,1
312936,0
314458,1
314621,0
315911,1
316176,0
316278,1
316377,0
316479,1
316808,0
316906,1
317441,0
317575,1
317836,0
317902,1
318031,0
318095,1
318162,0
318294,1
319793,0
319859,1
320558,0
320856,1
321449,0
321647,1
327300,0
327366,1
328343,0
328863,1
330276,0
330762,1
332205,0
332701,1
334114,0
334634,1
336041,0
336561,1
337972,0
338496,1
339905,0
340421,1
341826,0
342340,1
343767,0
344289,1
345698,0
346202,1
346581,0
361241,1
362662,0
363176,1
364587,0
365115,1
366522,0
367038,1
368447,0
368963,1
370370,0
370888,1
372319,0
372819,1
374230,0
374750,1
376159,0
376679,1
378092,0
378616,1
380035,0
380519,1
381962,0
382444,1
383877,0
384381,1
385786,0
386302,1
387735,0
388233,1
389650,0
390164,1
391603,0
392099,1
393530,0
394014,1
395457,0
395943,1
397376,0
397882,1
399283,0
399825,1
401204,0
401736,1
403149,0
403669,1
405076,0
405576,1
407011,0
407527,1
407906,0
422554,1
424005,0
424521,1
425918,0
651288,1
651553,0
653173,1
653406,0
655026,1
655223,0
656815,1
657014,0
658574,1
659241,0
659637,1
659934,0
660036,1
660335,0
660435,1
662368,0
662466,1
663217,0
663315,1
