1716,1
1717,0
2938,0
2939,1
9271,1
9272,0
54227,0
54228,1
54390,1
54391,0
70332,0
70333,1
71739,1
71740,0
72293,0
72294,1
73672,1
73673,0
74220,0
74221,1
75599,1
75600,0
76145,0
76146,1
77522,1
77523,0
78076,0
78077,1
79447,1
79448,0
79977,0
79978,1
81378,1
81379,0
81924,0
81925,1
83303,1
83304,0
83853,0
83854,1
85260,1
85261,0
85772,0
85773,1
86219,1
86220,0
87697,0
87698,1
88140,1
88141,0
89634,0
89635,1
91027,1
91028,0
91573,0
91574,1
92950,1
92951,0
93506,0
93507,1
93949,1
93950,0
95437,0
95438,1
95888,1
95889,0
97374,0
97375,1
98747,1
98748,0
99285,0
99286,1
100680,1
100681,0
101194,0
101195,1
101643,1
101644,0
103153,0
103154,1
103600,1
103601,0
105078,0
105079,1
106457,1
106458,0
107007,0
107008,1
108384,1
108385,0
108934,0
108935,1
109379,1
109380,0
110851,0
110852,1
111290,1
111291,0
112790,0
112791,1
114197,1
114198,0
114727,0
114728,1
116118,1
116119,0
116636,0
116637,1
117051,1
117052,0
131729,0
131730,1
133140,1
133141,0
133674,0
133675,1
135075,1
135076,0
135623,0
135624,1
136996,1
136997,0
137542,0
137543,1
138949,1
138950,0
139459,0
139460,1
140864,1
140865,0
141386,0
141387,1
142781,1
142782,0
143341,0
143342,1
144724,1
144725,0
145270,0
145271,1
146637,1
146638,0
147173,0
147174,1
147618,1
147619,0
149130,0
149131,1
149545,1
149546,0
151045,0
151046,1
152450,1
152451,0
152956,0
152957,1
154355,1
154356,0
154915,0
154916,1
155342,1
155343,0
156844,0
156845,1
157257,1
157258,0
158777,0
158778,1
160156,1
160157,0
160702,0
160703,1
162073,1
162074,0
162621,0
162622,1
163066,1
163067,0
164540,0
164541,1
164981,1
164982,0
166477,0
166478,1
167852,1
167853,0
285038,0
285039,1
285173,1
285174,0
286823,0
286824,1
287154,1
287155,0
290396,0
290397,1
290689,1
290690,0
290787,0
290788,1
290988,1
290989,0
291752,0
291753,1
291817,1
291818,0
291917,0
291918,1
292014,1
292015,0
292078,0
292079,1
292469,1
292470,0
292567,0
292568,1
292892,1
292893,0
294008,0
294009,1
294449,1
294450,0
294551,0
294552,1
294814,1
294815,0
294914,0
294915,1
295277,1
295278,0
295679,0
295680,1
302252,1
302253,0
302354,0
302355,1
303989,1
303990,0
318673,0
318674,1
320084,1
320085,0
320608,0
320609,1
322017,1
322018,0
322543,0
322544,1
323954,1
323955,0
324470,0
324471,1
325879,1
325880,0
326401,0
326402,1
327808,1
327809,0
328332,0
328333,1
329745,1
329746,0
330241,0
330242,1
331642,1
331643,0
332188,0
332189,1
333599,1
333600,0
334121,0
334122,1
334568,1
334569,0
336038,0
336039,1
336481,1
336482,0
337975,0
337976,1
339358,1
339359,0
339906,0
339907,1
341281,1
341282,0
341833,0
341834,1
342280,1
342281,0
343748,0
343749,1
344191,1
344192,0
345685,0
345686,1
347066,1
347067,0
347612,0
347613,1
349019,1
349020,0
349539,0
349540,1
349986,1
349987,0
351458,0
351459,1
351899,1
351900,0
353397,0
353398,1
354802,1
354803,0
355298,0
355299,1
356721,1
356722,0
357241,0
357242,1
357692,1
357693,0
359164,0
359165,1
359637,1
359638,0
361103,0
361104,1
362500,1
362501,0
363034,0
363035,1
364425,1
364426,0
364939,0
364940,1
365388,1
365389,0
380066,0
380067,1
381473,1
381474,0
381999,0
382000,1
383414,1
383415,0
383926,0
383927,1
385329,1
385330,0
385841,0
385842,1
387246,1
387247,0
387790,0
387791,1
389197,1
389198,0
389699,0
389700,1
391096,1
391097,0
391656,0
391657,1
393039,1
393040,0
393555,0
393556,1
394962,1
394963,0
395516,0
395517,1
395931,1
395932,0
397443,0
397444,1
397856,1
397857,0
399348,0
399349,1
400743,1
400744,0
401287,0
401288,1
401966,1
401967,0
589078,0
589079,1
589343,1
589344,0
590949,0
590950,1
591246,1
591247,0
592712,0
592713,1
592943,1
592944,0
594535,0
594536,1
594634,1
594635,0
596322,0
596323,1
596553,1
596554,0
596687,0
596688,1
596754,1
596755,0
597152,0
597153,1
597513,1
597514,0
597679,0
597680,1
598468,1
598469,0
598598,0
598599,1
598889,1
598890,0
599021,0
599022,1
599976,1
599977,0
600044,0
600045,1
