708,1
709,0
1386,0
1387,1
1617,1
1618,0
4855,0
4856,1
5084,1
5085,0
8478,0
8479,1
8711,1
8712,0
10409,0
10410,1
10508,1
10509,0
10606,0
10607,1
10705,1
10706,0
10771,0
10772,1
11102,1
11103,0
11168,0
11169,1
11401,1
11402,0
11863,0
11864,1
12294,1
12295,0
12360,0
12361,1
12783,1
12784,0
12847,0
12848,1
13110,1
13111,0
13430,0
13431,1
14181,1
14182,0
14279,0
14280,1
14510,1
14511,0
14576,0
14577,1
16797,1
16798,0
77805,0
77806,1
79222,1
79223,0
79740,0
79741,1
81153,1
81154,0
81639,0
81640,1
83078,1
83079,0
83592,0
83593,1
84997,1
84998,0
85517,0
85518,1
86930,1
86931,0
87452,0
87453,1
88865,1
88866,0
89379,0
89380,1
90780,1
90781,0
91296,0
91297,1
92721,1
92722,0
93241,0
93242,1
94656,1
94657,0
95150,0
95151,1
96579,1
96580,0
97091,0
97092,1
98520,1
98521,0
99006,0
99007,1
100437,1
100438,0
100925,0
100926,1
102374,1
102375,0
102870,0
102871,1
104303,1
104304,0
104787,0
104788,1
106228,1
106229,0
106712,0
106713,1
108143,1
108144,0
108665,0
108666,1
110078,1
110079,0
110582,0
110583,1
112011,1
112012,0
112509,0
112510,1
113926,1
113927,0
114446,0
114447,1
115853,1
115854,0
116357,0
116358,1
117798,1
117799,0
118278,0
118279,1
119707,1
119708,0
120213,0
120214,1
121634,1
121635,0
122148,0
122149,1
123591,1
123592,0
124079,0
124080,1
124464,1
124465,0
139138,0
139139,1
140549,1
140550,0
141079,0
141080,1
142476,1
142477,0
142994,0
142995,1
144401,1
144402,0
144949,0
144950,1
146346,1
146347,0
146852,0
146853,1
148287,1
148288,0
148807,0
148808,1
150214,1
150215,0
150732,0
150733,1
152129,1
152130,0
152661,0
152662,1
154064,1
154065,0
154580,0
154581,1
155993,1
155994,0
156505,0
156506,1
157930,1
157931,0
158438,0
158439,1
159843,1
159844,0
160363,0
160364,1
161764,1
161765,0
162294,0
162295,1
163705,1
163706,0
164223,0
164224,1
165628,1
165629,0
166146,0
166147,1
167557,1
167558,0
168079,0
168080,1
169492,1
169493,0
170014,0
170015,1
171425,1
171426,0
171937,0
171938,1
173340,1
173341,0
173858,0
173859,1
175265,1
175266,0
175781,0
175782,1
177212,1
177213,0
177712,0
177713,1
179127,1
179128,0
179645,0
179646,1
181054,1
181055,0
181558,0
181559,1
182989,1
182990,0
183499,0
183500,1
184906,1
184907,0
185432,0
185433,1
185817,1
185818,0
312335,0
312336,1
312638,1
312639,0
312704,0
312705,1
312935,1
312936,0
314457,0
314458,1
314620,1
314621,0
315910,0
315911,1
316175,1
316176,0
316277,0
316278,1
316376,1
316377,0
316478,0
316479,1
316807,1
316808,0
316905,0
316906,1
317440,1
317441,0
317574,0
317575,1
317835,1
317836,0
317901,0
317902,1
318030,1
318031,0
318094,0
318095,1
318161,1
318162,0
318293,0
318294,1
319792,1
319793,0
319858,0
319859,1
320557,1
320558,0
320855,0
320856,1
321448,1
321449,0
321646,0
321647,1
327299,1
327300,0
327365,0
327366,1
328342,1
328343,0
328862,0
328863,1
330275,1
330276,0
330761,0
330762,1
332204,1
332205,0
332700,0
332701,1
334113,1
334114,0
334633,0
334634,1
336040,1
336041,0
336560,0
336561,1
337971,1
337972,0
338495,0
338496,1
339904,1
339905,0
340420,0
340421,1
341825,1
341826,0
342339,0
342340,1
343766,1
343767,0
344288,0
344289,1
345697,1
345698,0
346201,0
346202,1
346580,1
346581,0
361240,0
361241,1
362661,1
362662,0
363175,0
363176,1
364586,1
364587,0
365114,0
365115,1
366521,1
366522,0
367037,0
367038,1
368446,1
368447,0
368962,0
368963,1
370369,1
370370,0
370887,0
370888,1
372318,1
372319,0
372818,0
372819,1
374229,1
374230,0
374749,0
374750,1
376158,1
376159,0
376678,0
376679,1
378091,1
378092,0
378615,0
378616,1
380034,1
380035,0
380518,0
380519,1
381961,1
381962,0
382443,0
382444,1
383876,1
383877,0
384380,0
384381,1
385785,1
385786,0
386301,0
386302,1
387734,1
387735,0
388232,0
388233,1
389649,1
389650,0
390163,0
390164,1
391602,1
391603,0
392098,0
392099,1
393529,1
393530,0
394013,0
394014,1
395456,1
395457,0
395942,0
395943,1
397375,1
397376,0
397881,0
397882,1
399282,1
399283,0
399824,0
399825,1
401203,1
401204,0
401735,0
401736,1
403148,1
403149,0
403668,0
403669,1
405075,1
405076,0
405575,0
405576,1
407010,1
407011,0
407526,0
407527,1
407905,1
407906,0
422553,0
422554,1
424004,1
424005,0
424520,0
424521,1
425917,1
425918,0
651287,0
651288,1
651552,1
651553,0
653172,0
653173,1
653405,1
653406,0
655025,0
655026,1
655222,1
655223,0
656814,0
656815,1
657013,1
657014,0
658573,0
658574,1
659240,1
659241,0
659636,0
659637,1
659933,1
659934,0
660035,0
660036,1
660334,1
660335,0
660434,0
660435,1
662367,1
662368,0
662465,0
662466,1
663216,1
663217,0
663314,0
663315,1
